,codigo_universidad,nombre_universidad,anio,cod_capitulo,des_capitulo,cod_articulo,des_articulo,cod_concepto,des_concepto,cod_subconcepto,des_subconcepto,cod_partida,des_partida,cod_seccion,des_seccion,cod_servicio,des_servicio,cod_unidad_de_coste,des_unidad_de_coste,cod_organica_libre_1,des_organica_libre_1,cod_organica_libre_2,des_organica_libre_2,fecha_referencia,credito_inicial,modificaciones,credito_total,derechos_reconocidos_netos,recaudacion_neta
220,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-60,ETS de Arquitectura,UPM-60.X1,Ingeniería Topográfica y Cartografía,None,None,None,None,None,None,20210620,"78,44",None,None,None,None
221,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,"45.000,00",None,None,None,None
222,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,0,None,None,None,None
223,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,"18.000,00",None,None,None,None
224,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,"48.000,00",None,None,None,None
225,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-91,I.C.E.,None,None,None,None,None,None,None,None,20210620,"9.000,00",None,None,None,None
226,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-91,I.C.E.,None,None,None,None,None,None,None,None,20210620,0,None,None,None,None
227,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-31,Precios públicos ,UPM-310,Derechos de matrícula por estudios oficiales,UPM-310.03,Por selectividad y acceso,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"75.000,00",None,None,None,None
228,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"70.000,00",None,None,None,None
229,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"48.500,00",None,None,None,None
230,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-332,Venta fotocopias y otros productos de reprografía,UPM-332.00,Venta fotocopias y otros productos de reprografía,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"8.000,00",None,None,None,None
231,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-335,Venta material de desecho,None,None,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"5.000,00",None,None,None,None
232,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"15.000,00",None,None,None,None
233,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"30.000,00",None,None,None,None
234,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,ETS de Arquitectura,UPM-93.X1,Ciencias Sociales de la Actividad Física,None,None,None,None,None,None,20210620,"4.649,35",None,None,None,None
235,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,ETS de Arquitectura,UPM-93.X2,Deportes,None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
236,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,ETS de Arquitectura,UPM-93.X3,Salud y Rendimiento Humano,None,None,None,None,None,None,20210620,"12.000,00",None,None,None,None
237,UPM,Universidad Politecnica de Madrid,2021,UPM-8,Capítulo 8 ACTIVOS FINANCIEROS,UPM-87,Remanente Tesorería,UPM-870,Remanente Tesorería,UPM-870.00,Remanente Tesorería,None,None,UPM-99,Remanente de Tesorería,None,None,None,None,None,None,None,None,20210620,"5.925.275,14",None,None,None,None
238,UPM,Universidad Politecnica de Madrid,2021,UPM-8,Capítulo 8 ACTIVOS FINANCIEROS,UPM-87,Remanente Tesorería,UPM-870,Remanente Tesorería,UPM-870.01,Remanente Tesorería afectado,None,None,UPM-99,Remanente de Tesorería Afectado,None,None,None,None,None,None,None,None,20210620,"16.197.633,76",None,None,None,None
